"","country_code","month","active_editors","active_editors_ns0"
"1286","SI","2021-07","21 - 30","21 - 30"
"1287","SI","2021-08","31 - 40","31 - 40"
"1288","SK","2020-09","21 - 30","21 - 30"
"1289","SK","2020-10","31 - 40","31 - 40"
"1290","SK","2020-11","31 - 40","31 - 40"
"1291","SK","2020-12","41 - 50","41 - 50"
"1292","SK","2021-01","31 - 40","31 - 40"
"1293","SK","2021-02","41 - 50","31 - 40"
"1294","SK","2021-03","41 - 50","41 - 50"
"1295","SK","2021-04","21 - 30","21 - 30"
"1296","SK","2021-05","21 - 30","21 - 30"
"1297","SK","2021-06","21 - 30","21 - 30"
"1298","SK","2021-07","21 - 30","21 - 30"
"1299","SK","2021-08","21 - 30","21 - 30"
"1300","SL","2021-03","1 - 10","1 - 10"
"1301","SM","2020-09","1 - 10","1 - 10"
"1302","SM","2020-10","1 - 10","1 - 10"
"1303","SM","2020-11","1 - 10","1 - 10"
"1304","SM","2020-12","1 - 10","1 - 10"
"1305","SM","2021-01","1 - 10","1 - 10"
"1306","SM","2021-02","1 - 10","1 - 10"
"1307","SM","2021-03","1 - 10","1 - 10"
"1308","SM","2021-04","1 - 10","1 - 10"
"1309","SM","2021-05","1 - 10","1 - 10"
"1310","SN","2020-12","1 - 10","1 - 10"
"1311","SN","2021-01","1 - 10","1 - 10"
"1312","SN","2021-03","1 - 10","1 - 10"
"1313","SN","2021-05","1 - 10","1 - 10"
"1314","SN","2021-08","1 - 10","1 - 10"
"1315","SR","2021-05","1 - 10","1 - 10"
"1316","SR","2021-06","1 - 10","1 - 10"
"1317","SV","2020-09","1 - 10","1 - 10"
"1318","SV","2020-10","1 - 10","1 - 10"
"1319","SV","2020-11","1 - 10","1 - 10"
"1320","SV","2020-12","1 - 10","1 - 10"
"1321","SV","2021-01","1 - 10","1 - 10"
"1322","SV","2021-02","1 - 10","1 - 10"
"1323","SV","2021-03","1 - 10","1 - 10"
"1324","SV","2021-04","1 - 10","1 - 10"
"1325","SV","2021-05","11 - 20","11 - 20"
"1326","SV","2021-06","1 - 10","1 - 10"
"1327","SV","2021-07","1 - 10","1 - 10"
"1328","SV","2021-08","1 - 10","1 - 10"
"1329","SZ","2021-01","1 - 10","0"
"1330","TC","2021-03","1 - 10","1 - 10"
"1331","TC","2021-07","1 - 10","1 - 10"
"1332","TG","2021-05","1 - 10","1 - 10"
"1333","TL","2021-08","1 - 10","1 - 10"
"1334","TN","2020-09","11 - 20","11 - 20"
"1335","TN","2020-10","11 - 20","11 - 20"
"1336","TN","2020-11","11 - 20","11 - 20"
"1337","TN","2020-12","11 - 20","11 - 20"
"1338","TN","2021-01","1 - 10","1 - 10"
"1339","TN","2021-02","1 - 10","1 - 10"
"1340","TN","2021-03","11 - 20","11 - 20"
"1341","TN","2021-04","1 - 10","1 - 10"
"1342","TN","2021-05","21 - 30","21 - 30"
"1343","TN","2021-06","11 - 20","11 - 20"
"1344","TN","2021-07","11 - 20","11 - 20"
"1345","TN","2021-08","1 - 10","1 - 10"
"1346","TT","2020-09","1 - 10","1 - 10"
"1347","TT","2020-10","1 - 10","1 - 10"
"1348","TT","2020-11","1 - 10","1 - 10"
"1349","TT","2020-12","1 - 10","1 - 10"
"1350","TT","2021-04","1 - 10","1 - 10"
"1351","TW","2020-09","> 100","> 100"
"1352","TW","2020-10","> 100","> 100"
"1353","TW","2020-11","> 100","> 100"
"1354","TW","2020-12","> 100","> 100"
"1355","TW","2021-01","> 100","> 100"
"1356","TW","2021-02","> 100","> 100"
"1357","TW","2021-03","> 100","> 100"
"1358","TW","2021-04","> 100","> 100"
"1359","TW","2021-05","> 100","> 100"
"1360","TW","2021-06","> 100","> 100"
"1361","TW","2021-07","> 100","> 100"
"1362","TW","2021-08","> 100","> 100"
"1363","TZ","2020-09","1 - 10","1 - 10"
"1364","TZ","2020-10","11 - 20","11 - 20"
"1365","TZ","2020-11","1 - 10","1 - 10"
"1366","TZ","2020-12","1 - 10","1 - 10"
"1367","TZ","2021-01","21 - 30","21 - 30"
"1368","TZ","2021-02","1 - 10","1 - 10"
"1369","TZ","2021-03","11 - 20","11 - 20"
"1370","TZ","2021-04","11 - 20","11 - 20"
"1371","TZ","2021-05","21 - 30","21 - 30"
"1372","TZ","2021-06","21 - 30","21 - 30"
"1373","TZ","2021-07","11 - 20","11 - 20"
"1374","TZ","2021-08","1 - 10","1 - 10"
"1375","UA","2020-09","> 100","> 100"
"1376","UA","2020-10","> 100","> 100"
"1377","UA","2020-11","> 100","> 100"
"1378","UA","2020-12","> 100","> 100"
"1379","UA","2021-01","> 100","> 100"
"1380","UA","2021-02","> 100","> 100"
"1381","UA","2021-03","> 100","> 100"
"1382","UA","2021-04","> 100","> 100"
"1383","UA","2021-05","> 100","> 100"
"1384","UA","2021-06","> 100","> 100"
"1385","UA","2021-07","> 100","> 100"
"1386","UA","2021-08","> 100","> 100"
"1387","UG","2020-09","11 - 20","11 - 20"
"1388","UG","2020-10","1 - 10","1 - 10"
"1389","UG","2020-11","1 - 10","1 - 10"
"1390","UG","2020-12","1 - 10","1 - 10"
"1391","UG","2021-01","1 - 10","1 - 10"
"1392","UG","2021-02","1 - 10","1 - 10"
"1393","UG","2021-03","11 - 20","11 - 20"
"1394","UG","2021-04","31 - 40","31 - 40"
"1395","UG","2021-05","11 - 20","11 - 20"
"1396","UG","2021-06","11 - 20","11 - 20"
"1397","UG","2021-07","1 - 10","1 - 10"
"1398","UG","2021-08","1 - 10","1 - 10"
"1399","US","2020-09","> 100","> 100"
"1400","US","2020-10","> 100","> 100"
"1401","US","2020-11","> 100","> 100"
"1402","US","2020-12","> 100","> 100"
"1403","US","2021-01","> 100","> 100"
"1404","US","2021-02","> 100","> 100"
"1405","US","2021-03","> 100","> 100"
"1406","US","2021-04","> 100","> 100"
"1407","US","2021-05","> 100","> 100"
"1408","US","2021-06","> 100","> 100"
"1409","US","2021-07","> 100","> 100"
"1410","US","2021-08","> 100","> 100"
"1411","UY","2020-09","41 - 50","41 - 50"
"1412","UY","2020-10","51 - 60","51 - 60"
"1413","UY","2020-11","31 - 40","31 - 40"
"1414","UY","2020-12","31 - 40","31 - 40"
"1415","UY","2021-01","21 - 30","21 - 30"
"1416","UY","2021-02","21 - 30","21 - 30"
"1417","UY","2021-03","21 - 30","21 - 30"
"1418","UY","2021-04","31 - 40","31 - 40"
"1419","UY","2021-05","21 - 30","21 - 30"
"1420","UY","2021-06","41 - 50","41 - 50"
"1421","UY","2021-07","31 - 40","31 - 40"
"1422","UY","2021-08","41 - 50","41 - 50"
"1423","XK","2020-09","1 - 10","1 - 10"
"1424","XK","2021-01","1 - 10","1 - 10"
"1425","XK","2021-02","1 - 10","1 - 10"
"1426","XK","2021-03","1 - 10","1 - 10"
"1427","XK","2021-04","1 - 10","1 - 10"
"1428","XK","2021-05","1 - 10","1 - 10"
"1429","XK","2021-06","1 - 10","1 - 10"
"1430","XK","2021-07","1 - 10","1 - 10"
"1431","XK","2021-08","1 - 10","1 - 10"
"1432","ZA","2020-09","31 - 40","31 - 40"
"1433","ZA","2020-10","31 - 40","21 - 30"
"1434","ZA","2020-11","31 - 40","31 - 40"
"1435","ZA","2020-12","21 - 30","21 - 30"
"1436","ZA","2021-01","31 - 40","31 - 40"
"1437","ZA","2021-02","31 - 40","31 - 40"
"1438","ZA","2021-03","21 - 30","21 - 30"
"1439","ZA","2021-04","21 - 30","11 - 20"
"1440","ZA","2021-05","21 - 30","21 - 30"
"1441","ZA","2021-06","31 - 40","31 - 40"
"1442","ZA","2021-07","21 - 30","21 - 30"
"1443","ZA","2021-08","41 - 50","31 - 40"
"1444","ZM","2020-10","1 - 10","1 - 10"
"1445","ZM","2020-12","1 - 10","1 - 10"
"1446","ZM","2021-01","1 - 10","1 - 10"
"1447","ZM","2021-03","1 - 10","1 - 10"
"1448","ZM","2021-04","1 - 10","1 - 10"
"1449","ZM","2021-05","1 - 10","1 - 10"
"1450","ZM","2021-06","1 - 10","1 - 10"
"1451","ZM","2021-07","1 - 10","1 - 10"
"1452","ZM","2021-08","1 - 10","1 - 10"
"1453","ZW","2020-09","1 - 10","1 - 10"
"1454","ZW","2020-10","1 - 10","1 - 10"
"1455","ZW","2020-11","1 - 10","1 - 10"
"1456","ZW","2020-12","1 - 10","1 - 10"
"1457","ZW","2021-01","1 - 10","1 - 10"
"1458","ZW","2021-02","1 - 10","1 - 10"
"1459","ZW","2021-03","1 - 10","1 - 10"
"1460","ZW","2021-04","11 - 20","11 - 20"
"1461","ZW","2021-05","11 - 20","11 - 20"
"1462","ZW","2021-06","1 - 10","1 - 10"
"1463","ZW","2021-07","1 - 10","1 - 10"
"1464","ZW","2021-08","1 - 10","1 - 10"
